description	*Laz/Usage	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
 trax + by3 = transfer mods to item	Enchantment	1			0					2	trax	by3						by3,mod			100	inherent-bmel			30	30																																																																															0
 trax + ty1 = transfer mods to item	Enchantment	1			0					2	trax	ty1						ty1,mod			100	inherent-bmel			10	10																																																																															0
 trax + ty2 = transfer mods to item	Enchantment	1			0					2	trax	ty2						ty2,mod			100	inherent-bmel			20	20																																																																															0
 trax + ty3 = transfer mods to item	Enchantment	1			0					2	trax	ty3						ty3,mod			100	inherent-bmel			30	30																																																																															0
 swor + cu1 = transfer mods to item	Enchantment	1			0					2	trsd	cu1						cu1,mod			100																																																																																				0
 swor + cu2 = transfer mods to item	Enchantment	1			0					2	trsd	cu2						cu2,mod			100																																																																																				0
 swor + cu3 = transfer mods to item	Enchantment	1			0					2	trsd	cu3						cu3,mod			100																																																																																				0
 trsd + ps1 = transfer mods to item	Enchantment	1			0					2	trsd	ps1						ps1,mod			100																																																																																				0
 trsd + ps2 = transfer mods to item	Enchantment	1			0					2	trsd	ps2						ps2,mod			100																																																																																				0
 trsd + bg1 = transfer mods to item	Enchantment	1			0					2	trsd	bg1						bg1,mod			100	inherent-bmel			10	10																																																																															0
 trsd + bg2 = transfer mods to item	Enchantment	1			0					2	trsd	bg2						bg2,mod			100	inherent-bmel			15	15																																																																															0
 trsd + bg3 = transfer mods to item	Enchantment	1			0					2	trsd	bg3						bg3,mod			100	inherent-bmel			20	20																																																																															0
 trsd + bg4 = transfer mods to item	Enchantment	1			0					2	trsd	bg4						bg4,mod			100	inherent-bmel			25	25																																																																															0
 trsd + bg5 = transfer mods to item	Enchantment	1			0					2	trsd	bg5						bg5,mod			100	inherent-bmel			30	30																																																																															0
 trbo + pp1 = transfer mods to item	Enchantment	1			0					2	trbo	pp1						pp1,mod			100	dmg-undead			-50	-50																																																																															0
 trbo + pp2 = transfer mods to item	Enchantment	1			0					2	trbo	pp2						pp2,mod			100	dmg-undead			-50	-50																																																																															0
 trpo + na1 = transfer mods to item	Enchantment	1			0					2	trpo	na1						na1,mod			100																																																																																				0
 trbw + to1 = transfer mods to item	Enchantment	1			0					2	trbw	to1						to1,mod			100	inherent-dbow			-10	-10																																																																															0
 trbw + to2 = transfer mods to item	Enchantment	1			0					2	trbw	to2						to2,mod			100	inherent-dbow			-15	-15																																																																															0
 trbw + to3 = transfer mods to item	Enchantment	1			0					2	trbw	to3						to3,mod			100	inherent-dbow			-20	-20																																																																															0
 trxb + nx1 = transfer mods to item	Enchantment	1			0					2	trxb	nx1						nx1,mod			100																																																																																				0
 trxb + nx2 = transfer mods to item	Enchantment	1			0					2	trxb	nx2						nx2,mod			100																																																																																				0
 trxb + nx3 = transfer mods to item	Enchantment	1			0					2	trxb	nx3						nx3,mod			100																																																																																				0
 trxb + nx4 = transfer mods to item	Enchantment	1			0					2	trxb	nx4						nx4,mod			100																																																																																				0
 trhe + cc1 = transfer mods to item	Enchantment	1			0					2	trhe	cc1						cc1,mod			100																																																																																				0
 trhe + cc2 = transfer mods to item	Enchantment	1			0					2	trhe	cc2						cc2,mod			100																																																																																				0
 trhe + cc3 = transfer mods to item	Enchantment	1			0					2	trhe	cc3						cc3,mod			100																																																																																				0
 trhe + cc4 = transfer mods to item	Enchantment	1			0					2	trhe	cc4						cc4,mod			100																																																																																				0
 trhe + cc5 = transfer mods to item	Enchantment	1			0					2	trhe	cc5						cc5,mod			100																																																																																				0
 trhe + cc6 = transfer mods to item	Enchantment	1			0					2	trhe	cc6						cc6,mod			100																																																																																				0
 trhe + nz1 = transfer mods to item	Enchantment	1			0					2	trhe	nz1						nz1,mod			100																																																																																				0
 trto + ar1 = transfer mods to item	Enchantment	1			0					2	trto	ar1						ar1,mod			100																																																																																				0
 trto + ar2 = transfer mods to item	Enchantment	1			0					2	trto	ar2						ar2,mod			100																																																																																				0
 trto + ar3 = transfer mods to item	Enchantment	1			0					2	trto	ar3						ar3,mod			100																																																																																				0
 trto + ar4 = transfer mods to item	Enchantment	1			0					2	trto	ar4						ar4,mod			100																																																																																				0
 trto + ar5 = transfer mods to item	Enchantment	1			0					2	trto	ar5						ar5,mod			100																																																																																				0
 trto + ar6 = transfer mods to item	Enchantment	1			0					2	trto	ar6						ar6,mod			100																																																																																				0
 trto + ar7 = transfer mods to item	Enchantment	1			0					2	trto	ar7						ar7,mod			100																																																																																				0
 trto + ar8 = transfer mods to item	Enchantment	1			0					2	trto	ar8						ar8,mod			100																																																																																				0
 trto + ar9 = transfer mods to item	Enchantment	1			0					2	trto	ar9						ar9,mod			100																																																																																				0
 trto + ar0 = transfer mods to item	Enchantment	1			0					2	trto	ar0						ar0,mod			100																																																																																				0
 trto + aj1 = transfer mods to item	Enchantment	1			0					2	trto	aj1						aj1,mod			100																																																																																				0
 trto + aj2 = transfer mods to item	Enchantment	1			0					2	trto	aj2						aj2,mod			100																																																																																				0
