skill	*Id	*Laz2	*Laz/Level	*Laz	charclass	skilldesc	srvstfunc	srvdofunc	srvstopfunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	useServerMissilesOnRemoteClients	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	passivestate	passiveitype	passivereqweaponcount	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passivestat6	passivecalc6	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltstopfunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	KeepCursorStateOnKill	ContinueCastUnselected	ClearSelectedOnHold	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	localdelay	globaldelay	leftskill	rightskill	repeat	alwayshit	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	prgchargestocast	prgchargesconsumed	passive	progressive	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	calc6	*calc6 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	Param9	*Param9 Description	Param10	*Param10 Description2	Param11	*Param11 Description	Param12	*Param12 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add	*eol
Staunch Bleeding	495	Survival	6	Staunch Bleeding	ama	staunch bleeding																																											aurapassive	slob		item_aura	lvl																																																													1	0		none												SC	SC	xx				1																								((20*blvl)>(stat('vitality'.base)))?(stat('newskills'.accr)+1):1	6	10					Skartara Kick									0	0					0	8	0	0	1								1																			32	health threshold % min	57	health threshold % max																	1								8																2	2	2	2	2	2							stat('item_healingskill_percent'.accr)+stat('skillmod_druid_1'.accr)						10		384	30	0
Hand of Karcheus	496	Survival	12	Hand of Karcheus	ama	hand of karcheus		6																		34179		slowmissiles	ln34*(100+stat('skillmod_amazon_1'.accr))/100	ln56	velocitypercent	(-1)*dm12																																																	amazon_handofathena	amazon_dodge_1										cast_innersight																						1	5		none												SC	SC	xx					0															1						amazon_handofathena	cast_innersight	((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	12	10					Askari Sight			1					par7*(100+stat('item_amazon_timer_percent'.accr)+stat('item_timer_percent'.accr))/100	0	1					15	8	15	0	1																							66	velocity penalty % min	96	velocity penalty % max	100	duration base	5	duration per level	10	range base	2	range per level	500	cooldown											1								8																																		2		512	80	0
Fresh Kill	497	Survival	18	Fresh Kill	ama	fresh kill	33	75													cannibalizecenter	cannibalizecenter	cannibalizecenter				bandageheal	bandageheal	par8	8	hpregen	edmn*256/25	velocitypercent	par7																																																							necromancer_corpseexp_1						26	41						cannibalizecenter	cannibalizecenter	cannibalizecenter										1	5		h2h												SC	SC	xx				1				1		6	1																	((20*blvl)>(stat('vitality'.base)))?(stat('newskills'.accr)+1):1	18	10					Staunch Bleeding									0	1					10	8	10	0	1											25	duration	8	radius									5	life % restored min	105	life % restored max									-50	speed modifier %	25	duration									1								8																40	20	20	20	20	20							stat('item_healingskill_percent'.accr)+stat('skillmod_druid_1'.accr)						9		640	160	0
Beseech the Gods	498	Survival	24	Beseech the Gods	ama	beseech the gods		18																			askarimanaheal		par8*(100+stat('skillmod_amazon_1'.accr))/100		manarecovery	edmn*256/25	velocitypercent	par7																																																amazon_dodge_1																																1	3		none												SC	SC	SC				1																								((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	24	10					Hand of Karcheus			1					par4*(100+stat('item_amazon_timer_percent'.accr)+stat('item_timer_percent'.accr))/100	0	1					1	8	1	0	1	1																												500	cooldown					-50	speed modifier %	25	duration									1								8																50	25	25	25	25	25							stat('item_manaskill_percent'.accr)						1		256	10	0
Jungle Concoction	499	Survival	30	Jungle Concoction	ama	jungle concoction	33	75													corpsegascenter	corpsegascenter	corpsegascenter																																																																		necromancer_corpseexp_1						26	41						corpsegascenter	corpsegascenter	corpsegascenter										1	9		h2h												SC	SC	xx				1				1		6	1																	((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	30	10					Fresh Kill									0	1					40	8	40	0	1											25	duration	ln34	stun duration													50	stun duration base	5	stun duration per level	0	cooldown decrease min	200	cooldown decrease max	405	cooldown											1								8															fire	8	2	2	2	2	2	48	12	12	12	12	12	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)						9		896	640	0
Prepare for Glory	500	Survival	30	Prepare for Glory	ama	prepare for glory																																											skillonhit2	preg		item_skillonhitmelee	dm12	item_skillonhitranged	dm56																																																											1	0		none												SC	SC	SC				1																								((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	30	10					Fresh Kill	Beseech the Gods								0	0					0	8	0	0	1								1					ln34	stun duration									12	ctc % min	32	ctc % max					7	ctc % ranged min	21	ctc % ranged max													1								8																																		10		896	640	0
New Sacrifice	501	Combat Skills	1	Sacrifice	pal	new sacrifice	29	64																																																																									paladin_sacrifice		1													34						blood1				3	random bonus range for blood							1	5		h2h		mele			h2h							A1	A1	xx			1	1		1	1								1													((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	1	10								1						1	1					0	8	0	0	1											ln12	damage %	par3	self damage %			0	% damage dealt as elemental					200	damage % base	25	damage % per level	8	self damage %	0	self damage min																	1	50	15			768			8	128																																	4		256	10	0
Penance	502	Combat Skills	6	Penance	pal	penance	32	2																			attackbuff1				item_openwounds	dm78	item_manaonstrikingmelee	enma	item_healonstrikingmelee	enma																																													weapon_2hs_large_1	golemblood_attack_1	1																															1	3		h2h		mele			h2h							A2	A2	xx			1	1		1	1								1													((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	6	10					New Sacrifice			1						1	1					0	8	0	0	1											ln12	damage %					0	% damage dealt as elemental					-75	damage % base	2	damage % per level									0	open wounds % min	0	open wounds % max									1	25	10			768			8	128															2	2	2	2	2	2													8		384	30	0
Scourging	503	Combat Skills	12	Scourging	pal	scourging	32	2																			attackbuff2				attackrate	dm78	item_openwounds	dm34																																															paladin_zeal		1																															1	5		h2h		mele			h2h							A1	A1	xx			1	1		1	1								1													((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	12	10					New Sacrifice			1						1	1					5	8	5	0	1											ln12	damage %					0	% damage dealt as elemental					-15	damage % base	10	damage % per level	3	open wounds % min	83	open wounds % max					31	attack speed % min	91	attack speed % max									1	15	5			768			8	128																																	4		512	80	0
Wrath	504	Combat Skills	12	Wrath	pal	wrath	32	2																			attackbuff3				attackrate	par8																																																	paladin_vengeance		1																															1	5		h2h		mele			h2h							A1	A1	xx			1	1		1	1								1													((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	12	10					Penance			1						1	1					12	8	12	0	1											ln12	damage %					100	% damage dealt as elemental					200	damage % base	20	damage % per level									100	damage conversion %	-30	attack speed %									1	40	10			768			8	128														rand																			4		512	80	0
New Conversion	505	Combat Skills	18	Conversion	pal	new conversion	32	79																			converter	conversion	ln12*(100+stat('item_paladin_conversiondur'.accr))/100		item_ignoretargetac	1	attackrate	par8															skillonhit1	love		item_skillonkill	128															Teleport																																														1	7		h2h		mele			h2h							A2	A2	xx				1		1	1																					((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	18	10					Scourging			2	canconvert				(par7)*(100+stat('item_timer_percent'.accr))/100	1	1					50	8	50	0	1											par3	% chance to convert	0	flat damage	0	attack speed %	0	% damage dealt as elemental					250	duration	50	duration per level	100	chance to convert %			1	use sumskill1 on convert expire			100	conversion unlock duration	-40	attack speed %									1								8	32																																	0		640	160	0
Ordeal	506	Combat Skills	24	Ordeal	pal	ordeal	57	121													ordealstickymissile							red	edln		velocitypercent	(-1)*dm34	attackrate	(-1)*dm56	other_animrate	(-1)*dm56																																																																														1	7		h2h		mele			h2h							A2	A2	xx				1		1	1								1													((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	24	10					Wrath			1						1	1					25	8	25	0	1											ln12	damage %					0	% damage dealt as elemental					0	damage % base	0	damage % per level	18	velocity % min	68	velocity % max	18	attack speed % min	68	attack speed % max	43	attack rating % min	93	attack rating % max									1	50	10		1	768			8	128																												50	5	5	5	stat('skillmod_paladin_3'.accr)	2		768	320	0
Covenant	507	Combat Skills	24	Covenant	pal	covenant																																											skillonhit2	cult		item_skillonkill	128																																																													1	0		rng												SC	SC	SC				1																								((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	24	10					New Conversion									0	0					0	8	0	0	1								1															250	damage % base	25	damage % per level	150	attack rating % base	25	attack rating % per level	100	velocity % base	10	velocity % per level	250	duration											1								8																																		10		768	320	0
Part the Clouds	508	Combat Skills	30	Part the Clouds	pal	part the clouds	12	52										hardinitiatecenter												ln56																																																		1	paladin_handofgod_cast								paladin_holybolt_impact_1			dust			5						hardinitiatecenter											1		1	9		rng	4	mele			h2h							A1	A1	xx	21			1		1	1																					((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	30	10					Ordeal	Scourging		1					(par7)*(100+stat('item_timer_percent'.accr))/100	1	1		1			150	8	150	0	1											0	damage %	edln	stun length																	40	range base	2	range per level	500	cooldown	0	always hit									1	20	5		1	768	96		8	192														mag	20	5	5	5	5	5	40	10	10	10	10	10	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)+stat('inherent_scepter'.accr)	75	5	5	5	stat('skillmod_barbarian_3'.accr)	13	-3	896	640	0
New Smite	509	Inner Light	1	Smite	pal	new smite		150																																																																									weapon_2hs_large_1		1																															1	7		h2h	4	shld										S1	S1	xx				1		1	1								1													((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	1	10								1						1	1					4	8	4	0												ln34	damage %	edln	stun length			0	% damage dealt as elemental									50	damage % base	30	damage % per level																	1				8				8																													25	5	5	5	stat('skillmod_barbarian_3'.accr)	4		256	10	0
New Holy Bolt	510	Inner Light	6	Holy Bolt	pal	new holy bolt												newholybolt																																																															paladin_holybolt_cast											cast_undead									newholybolt													1	5		none		scep										SC	SC	xx												1	1							1						paladin_holybolt_cast		((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	6	10								1						1	1					5	8	5	0	1											ln12*(100+stat('item_healingskill_percent'.accr))/100	heal min	ln34*(100+stat('item_healingskill_percent'.accr))/100	heal max									6	heal min base	4	heal min per level	12	heal max base	8	heal max per level																	1								8															mag	12	6	6	6	6	6	16	8	8	8	8	8	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)+stat('inherent_scepter'.accr)						5		384	30	0
Wave of Light	511	Inner Light	6	Wave of Light	pal	wave of light	4	17											1		fragmentinglightshot	fragmentinglightshot	fragmentinglightshot																																																																								11	23						fragmentinglightshot	fragmentinglightshot											1	6		h2h		xbow										A1	A1	xx				1																								((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	6	10					New Smite			1						1	1		1			8	8	8	0	1											min(dm12,24)	missiles											5	missiles base	25	missiles per level					0	cooldown decrease min	50	cooldown decrease max	132	cooldown											1								8	32																																	5		384	30	0
Banish	512	Inner Light	12	Banish	pal	banish	57	121													banishstickymissile	banishstickymissile	banishstickymissile					skewer	edln																																																				weapon_2hs_large_1	impact_bash	1					dust														banishstickymissile												1	5		h2h	4	shld										S1	S1	xx	6	10		1		1	1								1													((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	12	10					New Smite			1						1	1		1			15	8	15	0																																																1					134	8	1	8		24	8	8	8	8	8	30	10	10	10	10	10	stat('energy'.accr)+stat('inherent_scepter'.accr)															6	2	2	2	stat('skillmod_paladin_2'.accr)	4		512	80	0
Holy Nova	513	Inner Light	18	Holy Nova	pal	holy nova		22													holynovawave	holynovawave	holynovawave																																																										paladin_holybolt_cast											cast_undead				25						holynovawave				0	missile velocity adder							1	7		h2h		scep										SC	SC	xx																				36	10					paladin_holybolt_cast		((20*blvl)>(stat('energy'.base)))?(stat('newskills'.accr)+1):1	18	10					New Holy Bolt			1						1	1					40	8	40	0	1											ln12*(100+stat('item_healingskill_percent'.accr))/100	heal min	ln34*(100+stat('item_healingskill_percent'.accr))/100	heal max									8	heal min base	6	heal min per level	16	heal max base	12	heal max per level																	1								8															mag	24	8	8	8	8	8	36	12	12	12	12	12	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)+stat('inherent_scepter'.accr)						4		640	160	0
Shield Charge	514	Inner Light	24	Shield Charge	pal	shield charge	31	67																																																																								1	paladin_charge	paladin_zeal										dust			25	37																		1	7		none	4	shld										S1	S1	xx	4	8					1																					((20*blvl)>(stat('strength'.base)))?(stat('newskills'.accr)+1):1	24	10					Banish			1					(par7)*(100+stat('item_timer_percent'.accr))/100	1	1		1			20	8	20	0												ln34	damage %	par1	velocity %			0	% damage dealt as elemental					275	velocity %			0	damage %	0	damage % per level					125	cooldown											1							1	8		40	10	10	10	10	10	48	12	12	12	12	12	stat('energy'.accr)+stat('inherent_scepter'.accr)	stun														25	5	5	5	stat('skillmod_barbarian_3'.accr)	13		768	320	0
