Missile	*ID	*Laz	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*eol
brdeathsmokedt	295		1		1																																																					20				0	0	0	0	0	1	BRSmokeDT	1024	20	16											1											1	1			1							1						8																																					1																						0
brdeathspirits1	296		1		1																																																					60		4		255	255	255	40	0	1	BRSpiritS1	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_begin				brdeathspiritnu															0
brdeathspiritnu	297		1		1																																																					340		4		255	255	255	0	0	1	BRSpiritNU	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_loop				brdeathspiritdt															0
brdeathspiritdt	298		1		1																																																					20		4		255	255	255	0	0	1	BRSpiritDT	1024	20	16											1											1	1			1							1						8																																					1			bloodraven_mist_end																			0
mephistodeathcontrol	299		26		1																	16	Spawn Rate for CltSubMissile1	4	Spawn Rate for CltSubMissile2	20	Spawn Radius For CltSubMissile1 & CltSubMissile2																															275		6		255	255	255	0	0	0	null	1024	2	16											1												1			1							1						8																																					1															mephistofirewallmaker	mephistoflyingrocksbig						0
mephistofirewallmaker	300		27		1																	4	Retarget Frame Delay (Min=1)																															8	8			50		5		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1						8																																				32	1															mephistofirewall							0
mephistofirewall	301		5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1			object_fire_loop_magic																			0
mephistoflyingrocksbig	302		1	33	1																																					20	Spawn Radius for CltHitSubMissile1 (Min=3)											12	12			10	3			0	0	0	0	0	1	ExplosionSpark	1024	16	16																						1	1			1													8																																					1			sorceress_firebolt_1				mephistoexplosionbig											mephistoflyingrockssmall				0
mephistoexplosionbig	303		1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1						8																																					1			sorceress_fireball_impact_1																			0
mephistoflyingrockssmall	304		1		1																																																	12	12			5	3			0	0	0	0	0	1	ExplosionSparkSmall	1024	16	16																						1	1			1													8																																					1							mephistoexplosionsmall															0
mephistoexplosionsmall	305		1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1						8																																					1			sorceress_firebolt_impact_1																			0
mephistodonotdraw	306		28	34	1																	15	Activation Frame to create CltSubMissile1																																			70				0	0	0	0	0	0	null	1024	2	16																						1	1			1													8																																					1															corpseexplosion							0
andycontrol0	307		29		1																	25	Periodic Spawn Frame Delay for CltSubMissile2 (Min=1)	7	# of seconds to Camera Shake																																	350				0	0	0	0	0	0	null	1024	2	16											1											1	1			1													8																																					1															andycolumnfirebase	andyfirewallmaker	andyfallingdebris1					0
andyfirewallmaker	308		27		1																	4	Retarget Frame Delay (Min=1)																															8	8			50		8		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1						8																																				32	1															andyfirewall							0
andyfirewall	309		5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1																						0
andycolumnfirebase	310		5		1																																																					25		5	4	255	178	64	0	0	0	groundFireMedium	1024	37	16		1	12	36					1		1						1											1					1						8																																				32	1			andariel_fire_loop		andariel_fire_end										andycolumnfire							0
andycolumnfire	311		1		1																	-30	Z Offset	6	Z Velocity Max	3	Z Acceleration																															15				192	128	128	0	0	0	AndarielFlameDeath	1024	15	16																						1	1			1							1						8																																					1			andariel_fire_loop																			0
andyfallingdebris1	312		1	19	1																	200	Z Offset	25	Z Fall Velocity																																	8				0	0	0	0	0	0	CeilingChunkFall01	1024	1	16																						1	1			1													8																																					1															andyfallingdebris3			andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris2	313		1	19	1																	200	Z Offset	25	Z Fall Velocity																																	8				0	0	0	0	0	0	CeilingChunkFall02	1024	1	16																						1	1			1													8																																					1																		andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris3	314		1	19	1																	200	Z Offset	25	Z Fall Velocity																																	8				0	0	0	0	0	0	CeilingChunkFall03	1024	1	16																						1	1			1													8																																					1																		andydebrisexplosion1	andydebrisexplosion5			0
andydebrisexplosion1	315		1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish01	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion2	316		1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish02	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion3	317		11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain01	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion4	318		11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain02	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
andydebrisexplosion5	319		11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain03	1024	11	16																						1	1			1													8																																					1			andariel_rock_1																			0
willowisplightningbolt	320		8		1																	3	# of Subloops for CltSubMissile1 (Min=1)																															32	32			40		8		178	178	255	1	0	2	null	1024	2	16					3			1		1							2											1	1	1			1				4		8		128																ltng																		64	1			monster_lightning_1												lightninghit							0
queenpoisoncloud	321		1		1																																																	8	64		1	92		4		64	255	64	16	0	0	poisonNova	1024	30	16					3	1		1	1	1							1											1	1	1			1				4																				pois	6	6	6	6	6	6	16	6	6	6	6	6		800					32			object_poison_loop																			0
dirt pile	322		2																																																							128				255	255	255	0	0	0	SandMaggotDirtPile	1024	1	16								1									1											1											8																																					8																						0
undeadmissile1	323		1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullPoison	1024	12	16					3	1		1		1							1											1	1	1			1				4																				pois	10	12	14	14	14	14	10	12	14	14	14	14		350					16			monster_poisonbolt																			0
undeadmissile2	324		1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullFire	1024	12	16					3	1		1		1							1											1	1	1			1				4		8																		fire	9	12	14	16	16	16	18	12	14	16	16	16							8			monster_firebolt_1	sorceress_fireball_impact_1																		0
undeadmissile3	325		1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullIce	1024	12	16					3	1		1		1							1											1	1	1			1				4		8																		cold	7	12	14	16	16	16	14	12	14	16	16	16		40					16			monster_icebolt_1	sorceress_iceblast_impact_1																		0
undeadmissile4	326		1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullUnholy	1024	12	16					3	1		1		1							1											1	1	1			1				4		8					7	10	10	11	11	11	11	10	10	11	11	11																					16			monster_poisonbolt																			0
bonespiritexplode	327		1		1																																																					12				255	255	255	0	0	0	BoneSpiritExplode	1024	13	16																										1		1					1																																											1																						0
dopplezonexplode	328		1		1																																																					25				255	255	255	0	0	0	DopplezonExplode	1024	25	16																										1		1					1																																											1																						0
monbonespirit	329		7	13	7	10				5	Periodic Delay until Retarget	15	Radius to search for Retarget									5	Periodic Delay until Retarget (If 0, then default to 5)																															12	12			128		3		255	255	255	1	0	1	BoneSpirit	1024	8	16					3	1				1						-30	1					1						1	1	1			1				4		8																		mag	10	9	9	9	9	9	15	9	9	9	9	9							8			monster_bonespirit	paladin_holybolt_impact_1			bonespiritexplode															0
towermistfade	330		1		1																																																					128	1			255	255	255	0	0	0	Mist_fade	1024	14	16																												1					1						8																																					1																						0
countessfirewall	331		5		5																																																					1000	1	5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3												1											1					1						1																		fire	3	4	4	4	4	4	5	4	4	4	4	4							1		41	object_fire_loop_magic																			0
towerchestspawner	332		30		18	33				150	Delay after opening chest	2	Periodic Item Spawn Rate (#*4) (Min=1)	5	Radius to spawn items							150	Delay after opening chest before starting CltParam2	2	Periodic Rate to create CltSubMissile1	5	Radius to create CltSubMissile1																															400	1	15		192	192	255	0	0	0	null	1024	2	16																						1						1					1						8																																					1															towermisttrail							0
hellmeteorlaunch1	333		1		1																																																					22				255	255	255	0	0	0	meteorlavaburst	1024	11	16																																							8																																					1																						0
hellmeteorlaunch2	334		1		1																																																					22				255	255	255	0	0	0	meteorlavaburst2	1024	11	16																																	1						8																																					1																						0
hellmeteorup	335		1		1																																																					50				255	255	255	0	0	1	meteorlavaup	1024	9	16																																	1						8																																					1																						0
hellmeteordown	336		1	36	1	13																												5	Explosion Radius (If 0, then use Skill aurarangecalc)	1	Freeze Length (If 0, then use Skill auralencalc)																					225		5		255	255	255	0	0	1	meteorlavadown	1024	9	16																						1										1	1				9		8																		fire	5	5	5	5	5	5	15	5	5	5	5	5							1																		firewall	firesmall	firemedium		0
